,F_1,F_2,F_3,F_4,F_5,F_6,F_7,F_8,F_9,F_10,F_11,F_12,F_13,F_14,F_15,F_16,F_17,F_18,F_19,F_20,target_cls,target_reg
223,5,9,8,7,4,5,8,2,8,11,11,9,3,9,4,6,25.12,10.0,6.03,23.099999999999998,24,9.169999999999998
224,1,0,2,1,1,7,7,11,1,5,6,8,4,8,0,8,6.28,1.25,0.0,112.19999999999999,14,3.8300000000000005
225,2,4,4,3,2,9,6,4,6,10,4,6,2,8,3,8,12.56,7.5,2.68,42.0,4,4.999999999999998
226,3,7,4,5,2,4,4,3,8,2,1,7,0,7,1,6,12.56,10.0,4.69,32.699999999999996,12,3.680000000000001
227,5,9,8,7,5,6,8,3,6,10,8,9,3,8,3,7,25.12,7.5,6.03,33.3,8,8.679999999999998
228,2,4,4,3,1,9,5,3,7,15,6,12,0,7,0,8,12.56,8.75,2.68,31.799999999999997,10,4.969999999999999
229,4,9,6,7,6,8,9,7,2,6,6,11,4,7,8,9,18.84,2.5,6.03,74.1,5,9.53
230,2,3,4,5,1,8,8,4,2,6,13,8,3,10,0,8,12.56,2.5,2.0100000000000002,41.699999999999996,22,6.879999999999999
231,7,9,6,5,2,8,8,4,8,13,5,7,2,8,5,6,18.84,10.0,6.03,43.5,20,7.799999999999999
232,7,10,6,5,2,4,12,3,6,13,8,4,2,9,3,4,18.84,7.5,6.7,33.599999999999994,20,7.879999999999997
233,6,7,9,6,10,7,8,5,5,7,5,8,10,10,8,8,28.26,6.25,4.69,53.1,23,10.739999999999998
234,7,15,8,8,5,10,5,3,8,11,2,8,4,5,4,9,25.12,10.0,10.05,35.099999999999994,24,8.75
235,3,9,4,7,3,7,7,0,7,13,6,8,0,8,1,8,12.56,8.75,6.03,2.6999999999999997,9,6.43
236,4,8,5,6,2,4,15,8,1,12,6,2,0,9,4,8,15.700000000000001,1.25,5.36,84.0,16,6.99
237,2,7,4,5,1,7,6,4,6,15,7,12,1,6,0,7,12.56,7.5,4.69,42.9,10,5.600000000000001
238,5,10,5,8,3,5,7,10,9,7,6,5,3,8,4,8,15.700000000000001,11.25,6.7,105.0,4,7.239999999999998
239,4,5,5,6,5,8,5,6,3,9,6,11,3,8,5,8,15.700000000000001,3.75,3.35,62.699999999999996,17,7.519999999999998
240,6,7,9,5,6,10,6,3,6,10,3,7,3,7,3,9,28.26,7.5,4.69,32.699999999999996,8,7.639999999999997
241,4,6,5,4,4,7,6,7,2,7,7,8,6,8,5,10,15.700000000000001,2.5,4.0200000000000005,73.19999999999999,23,7.32
242,1,3,3,2,2,7,8,2,4,10,6,6,2,8,4,8,9.42,5.0,2.0100000000000002,21.299999999999997,2,4.889999999999999
243,3,4,4,3,2,5,12,3,3,9,11,7,2,11,1,8,12.56,3.75,2.68,31.799999999999997,22,6.970000000000001
244,5,5,6,8,2,6,7,7,10,7,6,15,1,8,4,9,18.84,12.5,3.35,72.89999999999999,3,7.919999999999998
245,4,5,5,4,4,5,7,4,7,6,6,11,3,8,5,9,15.700000000000001,8.75,3.35,42.3,11,6.949999999999999
246,3,6,5,4,5,7,8,3,3,8,7,8,5,9,5,4,15.700000000000001,3.75,4.0200000000000005,32.4,14,7.6899999999999995
247,9,13,6,7,4,5,8,6,4,10,8,9,5,10,5,8,18.84,5.0,8.71,65.1,15,10.169999999999998
248,4,2,6,3,3,7,11,2,2,6,9,8,7,11,0,8,18.84,2.5,1.34,21.0,23,7.719999999999999
249,1,0,1,1,0,8,7,6,3,6,6,9,2,8,2,8,3.14,3.75,0.0,61.199999999999996,17,3.9199999999999995
250,2,0,2,1,1,6,10,7,2,7,5,8,2,7,4,10,6.28,2.5,0.0,71.39999999999999,18,4.369999999999999
251,4,6,4,8,5,8,8,6,2,8,8,10,3,9,5,8,12.56,2.5,4.0200000000000005,62.99999999999999,17,8.659999999999998
252,4,8,5,6,3,5,8,1,8,10,9,9,2,9,3,6,15.700000000000001,10.0,5.36,12.6,24,7.609999999999999
253,3,6,4,4,4,8,8,6,5,6,7,9,3,8,3,7,12.56,6.25,4.0200000000000005,62.99999999999999,21,6.999999999999998
254,3,4,5,5,1,6,10,3,1,8,13,8,1,11,0,8,15.700000000000001,1.25,2.68,31.799999999999997,25,7.27
255,4,7,6,5,2,5,9,3,6,15,7,9,1,6,1,7,18.84,7.5,4.69,32.699999999999996,10,6.25
256,3,3,3,4,1,1,12,5,4,11,10,7,0,8,3,7,9.42,5.0,2.0100000000000002,51.9,6,5.449999999999999
257,9,13,8,7,3,8,7,4,9,13,5,7,2,9,6,6,25.12,11.25,8.71,44.699999999999996,20,9.51
258,2,3,3,5,1,0,1,5,6,0,0,7,0,8,0,8,9.42,7.5,2.0100000000000002,51.9,12,1.4599999999999995
259,3,5,4,4,2,6,7,5,5,9,7,10,2,8,4,10,12.56,6.25,3.35,52.5,7,6.289999999999999
260,7,14,5,8,3,10,5,6,5,13,3,7,3,8,5,10,15.700000000000001,6.25,9.38,65.39999999999999,9,8.519999999999998
261,3,7,4,4,1,7,7,4,4,7,6,8,3,8,4,8,12.56,5.0,4.69,42.9,24,6.27
262,3,5,5,5,4,8,5,5,5,7,7,8,2,8,8,11,15.700000000000001,6.25,3.35,52.5,12,7.139999999999999
263,6,8,9,7,9,7,7,3,4,7,5,8,7,9,7,5,28.26,5.0,5.36,33.0,18,10.03
264,8,9,8,6,5,1,10,2,3,10,11,9,7,10,1,7,25.12,3.75,6.03,23.099999999999998,23,9.540000000000001
265,2,4,3,2,1,4,11,4,4,13,8,5,1,9,1,7,9.42,5.0,2.68,42.0,6,4.850000000000001
266,3,5,4,4,2,4,8,5,7,11,9,12,1,9,3,7,12.56,8.75,3.35,52.5,3,6.629999999999999
267,5,11,5,8,5,7,7,13,1,6,6,8,6,9,1,6,15.700000000000001,1.25,7.37,135.9,14,8.460000000000003
268,3,11,6,8,7,11,6,1,6,8,4,5,3,8,5,9,18.84,7.5,7.37,13.5,9,8.349999999999998
269,5,4,6,6,2,6,7,7,11,8,6,13,1,9,4,8,18.84,13.75,2.68,72.6,3,7.389999999999999
270,4,5,4,3,3,3,10,2,2,10,10,8,5,11,1,7,12.56,2.5,3.35,21.9,23,7.08
271,3,11,5,8,3,4,4,4,8,2,0,6,0,6,1,5,15.700000000000001,10.0,7.37,44.099999999999994,12,4.449999999999999
272,3,7,4,5,4,7,5,10,0,7,8,8,6,5,0,8,12.56,0.0,4.69,104.1,13,5.99
273,5,5,6,4,2,4,12,3,3,10,11,7,2,10,1,8,18.84,3.75,3.35,32.099999999999994,22,7.51
274,2,3,3,2,2,9,6,4,5,9,4,7,2,7,4,10,9.42,6.25,2.0100000000000002,41.699999999999996,18,4.6899999999999995
275,5,5,5,8,2,1,14,5,3,12,10,5,0,8,2,5,15.700000000000001,3.75,3.35,52.5,6,6.949999999999999
276,6,11,5,6,3,10,4,5,6,12,3,10,3,7,7,12,15.700000000000001,7.5,7.37,54.3,17,8.04
277,6,11,6,6,4,6,10,3,4,11,6,4,4,10,8,6,18.84,5.0,7.37,33.9,6,9.11
278,11,14,9,8,4,8,9,6,5,7,10,5,7,13,3,8,28.26,6.25,9.38,65.39999999999999,22,12.059999999999999
279,3,4,5,3,2,10,1,3,2,9,2,9,3,6,2,8,15.700000000000001,2.5,2.68,31.799999999999997,1,4.34
280,4,7,4,9,4,8,5,8,5,9,6,9,3,7,5,8,12.56,6.25,4.69,83.69999999999999,17,7.499999999999998
281,7,9,10,6,5,4,10,3,4,10,9,9,7,7,2,7,31.400000000000002,5.0,6.03,33.3,14,9.45
282,2,6,4,4,3,7,2,1,2,6,2,7,2,6,3,6,12.56,2.5,4.0200000000000005,12.0,1,4.020000000000001
283,5,5,5,4,3,6,11,2,8,11,9,4,3,10,4,4,15.700000000000001,10.0,3.35,21.9,20,7.499999999999998
284,6,11,7,8,3,8,8,8,9,6,7,9,3,8,4,8,21.98,11.25,7.37,84.89999999999999,15,9.169999999999998
285,4,8,6,9,6,8,9,4,5,7,7,8,3,7,8,7,18.84,6.25,5.36,43.199999999999996,9,9.31
286,4,8,6,6,3,5,9,3,4,10,9,9,5,8,1,7,18.84,5.0,5.36,33.0,14,7.799999999999999
287,2,3,3,2,1,7,8,6,6,7,9,8,3,10,1,8,9.42,7.5,2.0100000000000002,62.099999999999994,21,5.68
288,2,7,3,5,2,9,12,0,5,6,10,8,0,8,0,8,9.42,6.25,4.69,2.1,20,7.059999999999999
289,3,4,5,3,3,8,7,4,6,9,5,6,2,8,3,8,15.700000000000001,7.5,2.68,42.0,4,5.59
290,4,10,5,7,3,5,14,1,5,9,10,7,0,8,0,8,15.700000000000001,6.25,6.7,13.2,20,8.04
291,2,0,2,1,1,7,8,7,5,7,6,7,1,8,7,8,6.28,6.25,0.0,71.39999999999999,2,4.710000000000001
292,3,3,3,4,1,7,9,14,1,7,4,8,3,8,0,8,9.42,1.25,2.0100000000000002,143.7,8,5.049999999999999
293,2,3,4,2,2,7,8,3,5,10,7,8,3,8,2,7,12.56,6.25,2.0100000000000002,31.499999999999996,8,5.440000000000001
294,4,9,5,7,6,7,7,9,5,7,5,6,2,8,8,10,15.700000000000001,6.25,6.03,94.5,2,7.98
295,5,10,6,8,3,10,6,4,8,11,3,8,2,8,5,11,18.84,10.0,6.7,43.8,19,8.01
296,2,3,4,2,1,7,9,4,3,11,4,4,1,9,2,8,12.56,3.75,2.0100000000000002,41.699999999999996,16,4.41
297,4,8,5,6,3,6,4,3,7,6,1,8,1,6,3,7,15.700000000000001,8.75,5.36,33.0,12,5.09
298,5,9,7,7,8,7,9,5,5,8,5,7,7,6,8,12,21.98,6.25,6.03,53.7,11,9.4
299,7,11,9,8,9,9,7,4,6,9,5,6,3,8,6,9,28.26,7.5,7.37,44.099999999999994,2,9.959999999999999
300,3,4,4,3,2,7,7,7,4,9,6,8,2,8,3,8,12.56,5.0,2.68,72.6,15,5.59
301,2,5,4,4,2,7,4,1,7,9,2,10,0,7,2,8,12.56,8.75,3.35,11.7,12,4.309999999999999
302,4,8,5,6,5,6,9,6,5,9,7,4,2,10,3,7,15.700000000000001,6.25,5.36,63.599999999999994,16,7.379999999999999
303,7,6,5,9,4,7,11,2,3,8,10,5,3,9,5,7,15.700000000000001,3.75,4.0200000000000005,22.2,25,9.249999999999998
304,6,10,9,8,6,11,8,3,5,10,1,4,7,11,2,8,28.26,6.25,6.7,33.599999999999994,14,9.31
305,6,8,6,6,3,4,12,3,8,12,10,4,1,10,2,5,18.84,10.0,5.36,33.0,20,7.949999999999999
306,4,9,5,7,3,3,3,6,8,1,0,6,0,6,1,6,15.700000000000001,10.0,6.03,63.9,12,3.8700000000000006
307,4,8,6,6,3,4,8,5,1,7,9,8,8,10,0,8,18.84,1.25,5.36,53.4,23,7.900000000000002
308,4,8,4,6,2,3,12,4,5,12,12,6,1,11,2,6,12.56,6.25,5.36,43.199999999999996,25,7.82
309,6,10,8,7,8,8,8,4,6,10,6,6,5,7,7,9,25.12,7.5,6.7,43.8,2,9.62
310,4,6,6,4,6,9,9,4,4,5,7,7,7,12,6,8,18.84,5.0,4.0200000000000005,42.599999999999994,2,9.4
311,4,7,6,10,9,8,9,4,0,8,7,6,5,11,5,7,18.84,0.0,4.69,42.9,16,9.950000000000001
312,8,15,6,8,5,8,6,5,5,11,5,10,3,8,7,11,18.84,6.25,10.05,55.5,5,10.08
313,4,8,5,7,6,7,8,1,5,7,6,7,3,5,8,7,15.700000000000001,6.25,5.36,12.6,24,7.890000000000001
314,2,1,2,1,1,7,7,11,1,5,6,8,4,8,0,8,6.28,1.25,0.67,112.49999999999999,14,4.119999999999999
315,2,4,3,3,2,7,7,2,7,11,7,9,2,8,4,8,9.42,8.75,2.68,21.599999999999998,5,5.729999999999999
316,3,7,4,5,4,7,7,7,7,7,7,5,3,8,3,7,12.56,8.75,4.69,73.49999999999999,4,6.389999999999999
317,2,5,4,4,2,6,10,1,6,8,11,8,1,11,2,7,12.56,7.5,3.35,11.7,25,7.08
318,1,3,2,1,1,7,7,5,8,6,6,8,1,8,6,8,6.28,10.0,2.0100000000000002,51.9,26,4.76
319,3,2,5,3,2,8,2,2,2,7,1,8,2,6,2,7,15.700000000000001,2.5,1.34,21.0,1,3.519999999999999
320,1,2,2,3,1,8,8,5,1,5,7,9,2,9,4,9,6.28,1.25,1.34,51.6,17,5.549999999999999
321,3,4,4,3,3,6,7,6,6,7,6,5,2,8,3,7,12.56,7.5,2.68,62.4,4,5.139999999999999
322,4,8,6,6,7,5,6,3,4,7,5,9,6,10,7,5,18.84,5.0,5.36,33.0,18,8.59
323,6,6,8,4,5,10,6,2,5,9,4,7,8,6,2,8,25.12,6.25,4.0200000000000005,22.2,13,7.51
324,4,5,5,4,2,4,10,1,8,10,10,5,4,11,4,3,15.700000000000001,10.0,3.35,11.7,25,7.3100000000000005
325,5,9,4,4,2,7,8,4,7,10,5,11,1,8,7,8,12.56,8.75,6.03,43.5,5,7.629999999999999
326,5,8,8,7,8,8,7,3,3,7,5,8,7,9,6,5,25.12,3.75,5.36,33.0,18,9.61
327,2,3,3,2,1,7,7,2,7,10,5,8,1,8,4,8,9.42,8.75,2.0100000000000002,21.299999999999997,19,4.76
328,7,8,7,6,4,5,8,1,7,8,9,5,2,11,3,4,21.98,8.75,5.36,12.6,25,8.299999999999999
329,3,6,4,4,4,8,6,5,2,7,7,10,6,9,4,7,12.56,2.5,4.0200000000000005,52.8,3,7.489999999999998
330,5,10,6,8,3,9,6,2,7,7,6,5,0,8,4,7,18.84,8.75,6.7,23.4,9,7.489999999999998
331,2,4,4,2,2,7,7,1,8,10,6,8,2,8,3,7,12.56,10.0,2.68,11.399999999999999,24,5.279999999999999
332,6,11,8,8,6,7,6,9,6,8,6,11,4,9,4,8,25.12,7.5,7.37,95.1,3,9.629999999999999
333,4,9,6,6,4,3,9,2,8,11,12,10,3,8,4,4,18.84,10.0,6.03,23.099999999999998,24,8.54
334,1,0,2,1,0,7,7,2,11,8,6,8,0,8,6,8,6.28,13.75,0.0,20.4,26,4.119999999999999
335,2,7,3,5,2,7,7,0,7,13,6,8,0,8,1,8,9.42,8.75,4.69,2.1,9,5.440000000000001
336,2,4,2,2,1,7,7,6,4,9,6,8,2,8,2,7,6.28,5.0,2.68,62.4,15,4.720000000000001
337,2,3,3,2,1,10,2,2,1,9,2,9,1,6,1,8,9.42,1.25,2.0100000000000002,21.299999999999997,1,3.270000000000001
338,3,7,3,5,3,3,6,5,9,7,7,13,0,8,7,9,9.42,11.25,4.69,53.1,5,6.67
339,6,11,6,8,3,3,10,3,7,12,12,7,1,11,3,5,18.84,8.75,7.37,33.9,25,9.19
340,3,8,5,5,2,7,4,3,1,7,1,8,3,7,2,8,15.700000000000001,1.25,5.36,33.0,1,5.08
341,9,13,8,7,5,8,6,4,10,11,4,10,3,7,9,9,25.12,12.5,8.71,44.699999999999996,17,10.079999999999998
342,1,10,0,7,0,7,7,4,4,7,6,8,0,8,0,8,0.0,5.0,6.7,43.8,9,5.140000000000001
343,2,5,4,3,2,7,12,2,2,7,11,9,2,10,1,8,12.56,2.5,3.35,21.9,22,7.360000000000001
344,7,13,6,7,3,7,11,5,5,8,11,5,4,11,4,8,18.84,6.25,8.71,54.9,22,10.35
345,2,6,3,4,1,7,7,14,1,7,6,8,3,8,0,8,9.42,1.25,4.0200000000000005,144.6,8,5.24
346,5,8,5,6,3,3,8,5,7,10,10,10,3,9,2,6,15.700000000000001,8.75,5.36,53.4,21,7.709999999999999
347,4,7,6,5,3,9,6,4,8,11,4,6,3,8,3,9,18.84,10.0,4.69,42.9,4,6.539999999999999
348,2,7,3,4,1,4,8,8,2,6,4,11,3,8,2,10,9.42,2.5,4.69,83.69999999999999,11,5.48
349,4,11,6,8,4,5,11,4,6,11,10,5,2,10,3,5,18.84,7.5,7.37,44.099999999999994,6,8.849999999999998
350,3,7,4,5,3,7,6,6,6,6,5,9,2,9,6,11,12.56,7.5,4.69,63.3,7,6.859999999999999
351,6,11,9,8,5,3,7,3,8,11,11,12,3,8,4,6,28.26,10.0,7.37,33.9,11,9.759999999999998
352,3,4,5,3,2,4,12,4,4,13,8,4,1,10,1,7,15.700000000000001,5.0,2.68,42.0,6,5.779999999999999
353,2,3,2,1,1,5,10,3,4,10,8,4,0,9,3,7,6.28,5.0,2.0100000000000002,31.499999999999996,16,4.460000000000001
354,6,11,8,8,5,8,9,3,6,13,5,4,2,9,3,7,25.12,7.5,7.37,33.9,6,8.649999999999999
355,1,0,2,0,0,7,6,10,4,7,12,8,2,10,0,8,6.28,5.0,0.0,102.0,21,4.4
356,3,4,5,6,1,7,10,1,3,7,12,8,1,11,0,8,15.700000000000001,3.75,2.68,11.399999999999999,25,7.43
357,3,4,5,6,2,7,5,7,8,6,5,11,1,8,6,11,15.700000000000001,10.0,2.68,72.6,7,6.4399999999999995
358,1,1,2,1,0,8,14,1,5,6,10,8,0,8,0,8,6.28,6.25,0.67,10.5,20,5.300000000000001
359,2,8,4,6,4,10,6,1,4,8,5,5,3,8,5,7,12.56,5.0,5.36,12.6,9,6.82
360,5,9,6,7,7,7,7,4,8,7,6,8,6,8,6,10,18.84,10.0,6.03,43.5,5,9.020000000000001
361,3,5,4,3,2,8,7,7,4,9,6,8,2,8,3,8,12.56,5.0,3.35,72.89999999999999,15,5.879999999999999
362,3,7,5,10,8,7,12,4,1,9,8,5,4,11,4,8,15.700000000000001,1.25,4.69,42.9,16,9.61
363,2,4,3,3,3,7,8,5,5,7,6,6,2,8,6,9,9.42,6.25,2.68,52.2,2,5.76
364,6,9,8,8,7,7,5,4,5,9,4,8,3,7,5,6,25.12,6.25,6.03,43.5,15,8.28
365,4,8,6,6,3,7,10,4,6,13,7,5,2,9,2,7,18.84,7.5,5.36,43.199999999999996,6,7.4
366,4,9,6,7,8,7,6,3,2,7,5,7,3,7,12,2,18.84,2.5,6.03,33.3,19,8.89
367,5,7,7,5,3,7,7,1,8,10,5,8,3,8,3,7,21.98,10.0,4.69,12.299999999999999,24,7.119999999999999
368,3,5,4,8,6,8,9,3,1,8,7,6,4,10,5,8,12.56,1.25,3.35,32.099999999999994,16,8.260000000000002
369,6,11,6,8,3,8,4,14,6,6,15,8,3,9,0,8,18.84,7.5,7.37,146.1,21,8.99
370,3,4,4,3,2,4,8,5,6,11,10,9,3,9,1,7,12.56,7.5,2.68,52.2,21,6.02
371,5,9,5,5,3,9,4,4,7,10,4,9,3,8,8,11,15.700000000000001,8.75,6.03,43.5,17,7.649999999999997
372,2,1,2,1,0,5,7,8,1,7,6,11,3,8,2,11,6.28,1.25,0.67,81.89999999999999,11,4.270000000000001
373,3,7,5,5,4,8,7,3,6,7,4,6,4,7,6,8,15.700000000000001,7.5,4.69,32.699999999999996,24,6.77
374,5,12,5,6,4,6,8,4,6,10,6,6,5,9,6,6,15.700000000000001,7.5,8.040000000000001,44.4,4,8.52
375,4,6,5,4,3,10,5,2,6,11,3,8,3,8,3,9,15.700000000000001,7.5,4.0200000000000005,22.2,4,6.24
376,4,8,6,6,7,8,7,4,3,6,6,7,7,8,7,6,18.84,3.75,5.36,43.199999999999996,8,8.870000000000001
377,6,12,4,7,3,11,3,4,5,12,2,8,3,8,4,10,12.56,6.25,8.040000000000001,44.4,9,7.469999999999997
378,2,5,3,4,2,6,5,1,8,7,2,10,0,7,3,8,9.42,10.0,3.35,11.7,12,4.33
379,3,7,3,5,2,5,6,10,7,5,4,5,3,8,3,8,9.42,8.75,4.69,104.1,4,5.049999999999999
380,6,11,7,8,4,6,7,11,11,6,5,6,3,8,4,8,21.98,13.75,7.37,115.49999999999999,4,8.089999999999998
381,5,10,5,8,6,6,8,9,5,6,5,7,2,8,5,11,15.700000000000001,6.25,6.7,94.8,18,8.12
382,4,8,5,6,3,6,8,4,6,10,9,8,2,9,5,4,15.700000000000001,7.5,5.36,43.199999999999996,19,7.93
383,4,9,6,7,4,8,6,2,9,12,5,9,3,6,8,8,18.84,11.25,6.03,23.099999999999998,26,8.03
384,1,1,2,1,1,7,7,12,1,7,6,8,3,8,0,8,6.28,1.25,0.67,122.69999999999999,8,3.8400000000000003
385,6,9,5,4,2,11,2,2,5,10,2,9,2,8,3,11,15.700000000000001,6.25,6.03,23.099999999999998,19,6.339999999999998
386,4,5,4,8,3,5,7,11,8,7,7,5,3,8,4,8,12.56,10.0,3.35,113.69999999999999,4,6.4399999999999995
387,4,10,5,8,3,3,5,1,9,6,1,11,0,7,3,6,15.700000000000001,11.25,6.7,13.2,12,5.8199999999999985
388,4,9,4,4,3,8,5,3,5,11,5,10,3,5,6,8,12.56,6.25,6.03,33.3,12,6.66
389,2,3,2,2,1,7,7,6,3,8,6,8,2,8,2,7,6.28,3.75,2.0100000000000002,62.099999999999994,15,4.590000000000002
390,7,13,5,7,4,6,6,6,3,10,7,9,5,9,5,8,15.700000000000001,3.75,8.71,65.1,15,9.2
391,2,4,3,3,1,10,2,2,1,8,2,9,1,6,1,8,9.42,1.25,2.68,21.599999999999998,1,3.5500000000000003
392,3,5,6,4,4,7,7,2,4,9,7,8,7,5,1,8,18.84,5.0,3.35,21.9,13,6.32
393,1,4,0,5,0,7,7,4,4,7,6,8,0,8,0,8,0.0,5.0,2.68,42.0,9,4.0600000000000005
394,6,9,8,8,8,5,4,4,6,5,4,7,4,5,6,6,25.12,7.5,6.03,43.5,17,7.6899999999999995
395,2,4,3,3,1,4,9,5,7,11,9,12,1,9,2,7,9.42,8.75,2.68,52.2,3,5.940000000000001
396,4,4,4,6,3,8,7,12,1,6,9,8,8,6,0,8,12.56,1.25,2.68,123.6,13,6.85
397,4,9,4,7,2,8,9,2,4,13,4,5,1,8,6,8,12.56,5.0,6.03,23.099999999999998,10,7.109999999999999
398,6,10,6,7,6,8,7,8,4,8,5,6,5,8,5,9,18.84,5.0,6.7,84.6,15,8.639999999999999
399,8,12,6,7,3,8,8,5,4,12,4,6,5,9,4,8,18.84,5.0,8.040000000000001,54.6,16,8.879999999999997
400,4,7,6,5,5,8,4,7,4,6,7,10,4,7,6,9,18.84,5.0,4.69,73.49999999999999,17,7.699999999999999
401,2,9,3,6,2,6,8,0,7,14,7,8,0,8,1,7,9.42,8.75,6.03,2.6999999999999997,9,6.01
402,3,7,5,5,2,9,3,3,3,7,2,8,3,6,3,8,15.700000000000001,3.75,4.69,32.699999999999996,1,5.220000000000001
403,7,8,10,10,9,6,4,5,3,6,3,6,6,5,11,7,31.400000000000002,3.75,5.36,53.4,8,9.290000000000001
404,4,6,6,4,5,8,5,7,4,7,6,6,5,7,6,9,18.84,5.0,4.0200000000000005,73.19999999999999,17,7.0
405,3,2,4,4,3,6,6,6,6,6,6,10,2,9,4,9,12.56,7.5,1.34,61.8,7,5.889999999999999
406,2,2,3,3,2,7,8,5,9,6,6,9,1,9,7,8,9.42,11.25,1.34,51.6,26,6.0
407,3,8,5,6,5,6,7,3,6,7,7,11,4,10,9,8,15.700000000000001,7.5,5.36,33.0,5,9.000000000000002
408,6,9,8,8,9,7,8,4,4,7,5,7,7,9,6,7,25.12,5.0,6.03,43.5,14,10.049999999999999
409,2,9,2,6,3,7,7,0,7,7,6,8,0,8,2,8,6.28,8.75,6.03,2.6999999999999997,9,5.99
410,3,9,4,6,3,7,7,0,7,13,6,8,0,8,1,8,12.56,8.75,6.03,2.6999999999999997,9,6.280000000000001
411,4,8,6,6,4,8,7,3,8,5,6,6,3,8,6,7,18.84,10.0,5.36,33.0,24,7.709999999999999
412,3,4,5,3,2,7,7,2,8,11,7,9,2,8,4,8,15.700000000000001,10.0,2.68,21.599999999999998,5,6.17
413,4,3,5,5,3,6,9,8,7,7,6,6,2,8,9,10,15.700000000000001,8.75,2.0100000000000002,82.5,2,6.989999999999998
414,4,5,5,7,3,9,9,8,6,5,8,9,3,7,6,10,15.700000000000001,7.5,3.35,83.1,17,8.24
415,3,7,5,5,3,10,7,4,6,10,2,7,3,7,4,10,15.700000000000001,7.5,4.69,42.9,18,6.380000000000001
416,6,10,8,7,5,9,6,3,6,10,4,8,4,7,4,8,25.12,7.5,6.7,33.599999999999994,8,8.459999999999997
417,6,10,9,8,8,8,7,3,7,7,7,8,6,13,8,8,28.26,8.75,6.7,33.599999999999994,24,11.520000000000001
418,2,4,4,3,3,8,8,3,5,10,4,7,3,6,3,9,12.56,6.25,2.68,31.799999999999997,18,5.210000000000001
419,5,11,6,8,4,6,9,10,5,7,5,8,3,8,6,10,18.84,6.25,7.37,105.3,18,8.71
420,5,6,7,7,6,7,9,4,5,8,6,8,4,10,7,6,21.98,6.25,4.0200000000000005,42.599999999999994,6,9.250000000000004
421,2,5,4,3,3,9,6,4,6,10,4,6,2,8,3,8,12.56,7.5,3.35,42.3,4,5.259999999999998
422,4,10,4,5,2,9,3,3,4,9,2,9,3,6,4,9,12.56,5.0,6.7,33.599999999999994,19,5.92
423,7,15,6,8,3,6,9,3,8,13,6,6,2,8,5,4,18.84,10.0,10.05,35.099999999999994,20,9.02
424,2,4,3,3,2,8,7,5,9,6,6,7,2,8,7,8,9.42,11.25,2.68,52.2,26,5.91
425,4,7,6,5,4,3,8,2,6,10,9,11,3,8,2,6,18.84,7.5,4.69,22.5,11,7.35
426,8,11,8,8,5,3,12,2,3,9,10,7,5,11,2,6,25.12,3.75,7.37,23.7,22,10.42
427,2,1,3,1,0,7,15,2,4,7,10,8,0,8,0,8,9.42,5.0,0.67,20.7,20,5.609999999999999
428,2,8,3,6,2,12,3,7,3,13,5,11,1,6,0,8,9.42,3.75,5.36,73.8,10,5.719999999999999
429,2,8,3,6,1,9,10,1,3,6,11,8,1,11,0,8,9.42,3.75,5.36,12.6,25,7.679999999999998
430,5,9,7,7,4,7,9,6,5,7,7,7,6,8,2,7,21.98,6.25,6.03,63.9,14,8.520000000000001
431,6,5,7,4,3,3,10,3,3,10,10,8,7,10,1,7,21.98,3.75,3.35,32.099999999999994,23,8.03
432,5,12,4,6,4,7,6,4,2,8,6,8,4,9,9,7,12.56,2.5,8.040000000000001,44.4,7,8.809999999999999
433,2,3,4,2,2,7,8,2,8,11,6,9,2,9,4,8,12.56,10.0,2.0100000000000002,21.299999999999997,5,5.789999999999999
434,3,7,5,4,1,8,11,2,2,5,12,8,1,11,0,8,15.700000000000001,2.5,4.69,22.5,25,7.85
435,5,8,7,6,6,9,7,3,5,10,5,6,2,8,5,9,21.98,6.25,5.36,33.0,2,8.01
436,2,3,3,2,1,6,8,7,7,9,7,12,1,10,3,9,9.42,8.75,2.0100000000000002,72.3,3,5.839999999999998
437,5,7,7,6,6,6,7,3,4,6,4,9,6,5,9,8,21.98,5.0,4.69,32.699999999999996,11,8.21
438,6,11,9,8,7,8,10,4,4,12,5,3,1,10,3,8,28.26,5.0,7.37,44.099999999999994,16,9.14
439,4,10,6,8,3,5,4,1,9,7,2,11,0,7,3,7,18.84,11.25,6.7,13.2,12,6.259999999999998
440,4,6,6,9,9,8,6,5,1,7,6,7,8,8,6,7,18.84,1.25,4.0200000000000005,52.8,16,9.120000000000001
441,1,0,2,0,0,5,10,7,2,9,6,5,1,9,3,8,6.28,2.5,0.0,71.39999999999999,16,3.5900000000000003
442,1,3,2,1,1,8,7,1,8,11,6,8,1,8,5,8,6.28,10.0,2.0100000000000002,11.1,26,4.77
443,7,7,9,5,7,5,7,3,5,10,9,10,9,5,4,8,28.26,6.25,4.69,32.699999999999996,13,9.13
444,2,5,4,3,3,9,6,4,6,10,4,6,2,8,3,8,12.56,7.5,3.35,42.3,4,5.259999999999998
445,7,9,7,5,3,8,7,2,8,9,6,8,4,10,4,8,21.98,10.0,6.03,23.099999999999998,24,8.639999999999999
446,3,8,5,6,4,8,7,5,7,7,6,6,3,8,5,8,15.700000000000001,8.75,5.36,53.4,18,7.259999999999998
447,5,10,7,7,8,7,4,5,3,8,6,11,7,7,10,6,21.98,3.75,6.7,54.0,7,9.87
